disk_id,ds,model,S1,S5,S9,S12,S170,S171,S172,S173,S174,S180,S183,S184,S187,S188,S194,S195,S196,S197,S198,S199,fault
17401,20180106,MB1,0.0,0.0,0.07581260547362242,0.0009574264377353674,0.0,0.0,0.0,0.0,0.0,2.4522556390977446e-08,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0
111567,20180106,MC1,0.0,0.0,0.10725291657495048,0.0006063700772323994,0.0,0.0,0.0,0.007033081531648867,0.0027427317608337905,5.023684210526316e-08,0.0,0.0,0.0,8.811327475603854e-08,0.38888888888888884,0.0,0.0,0.0,0.0,0.0,0
43844,20180106,MA2,0.0,0.0,0.5545711350796096,0.00038297057509414695,0.0,0.0,0.0,0.0,0.001279941488389102,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0
22100,20180106,MA1,0.09999999997904524,0.0,0.5837919143003889,0.001787196017106019,0.0,0.0,0.0,0.0,0.009873834339001646,0.016146493590225564,0.0,0.0,0.0,0.0,0.2777777777777778,0.0026553178990934363,0.0,0.0,0.0,0.0,0
25193,20180106,MC1,0.0,0.0,0.04052021424902781,0.0005425416480500415,0.0,0.0,0.0,0.0031258140140661634,0.0027427317608337905,5.023684210526316e-08,0.0,0.0,0.0,2.797246817652017e-09,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0
123196,20180106,MC1,2.3283064365929065e-11,0.00011024142872891633,0.10983931322914374,0.0006063700772323994,0.00011024142872891633,0.0,0.0,0.015629070070330816,0.0027427317608337905,4.999248120300752e-08,0.0,0.0,0.0,6.014080657951836e-08,0.42592592592592593,0.0,0.00011024142872891633,0.0,0.0,0.0,0
46176,20180106,MA2,0.0,0.0,0.45540758676351895,0.0005744558626412204,0.0,0.0,0.0,0.0,0.0027427317608337905,0.0,0.0,0.0,0.0,0.0,0.35185185185185186,0.0,0.0,0.0,0.0,3.875565781609828e-05,0
59149,20180106,MA2,0.0,0.0,0.508768068090102,0.00038297057509414695,0.0,0.0,0.0,0.0,0.001279941488389102,0.0,0.0,0.0,0.0,0.0,0.4629629629629629,0.0,0.0,0.0,0.0,1.0198857320025865e-06,0
21835,20180106,MB1,0.0,0.0,0.09411915767847971,0.0006063700772323994,0.0,0.0,0.0,0.0,0.0,2.4406015037593987e-08,0.0,0.0,0.0,0.0,0.537037037037037,0.0,0.0,0.0,0.0,1.0198857320025865e-06,0
97962,20180107,MA2,0.0,0.0,0.5572859344045785,0.0008616837939618307,0.0,0.0,0.0,0.0,0.0032912781130005485,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0
147943,20180107,MC1,0.0,0.0,0.08109545821410229,0.0005106274334588626,0.0,0.0,0.0,0.0036467830164105238,0.0016456390565002743,5.023684210526316e-08,0.0,0.0,0.0,8.25187811207345e-08,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0
186585,20180107,MC1,0.0,0.0,0.039951573849878935,0.0005744558626412204,0.0,0.0,0.0,0.007814535035165408,0.002559882976778204,5.023684210526316e-08,0.0,0.0,0.0,2.5175221358868153e-08,0.42592592592592593,0.0,0.0,0.0,0.0,0.0,0
52558,20180107,MA2,0.0,0.0,0.587607307946291,0.0021382523776089873,0.0,0.0,0.0,0.0,0.011702322179557505,0.0,0.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0
31684,20180107,MB1,0.0,0.0,0.07617947024726686,0.00044679900427650477,0.0,0.0,0.0,0.0,0.0,2.469172932330827e-08,0.0,0.0,0.0,0.0,0.6296296296296295,0.0,0.0,0.0,0.0,0.0,0
91100,20180107,MC1,0.0,0.0,0.004842615012106538,0.00041488478968532583,0.0,0.0,0.0,0.0005209690023443605,0.0014627902724446882,5.023684210526316e-08,0.0,0.0,0.0,3.076971499417219e-08,0.38888888888888884,0.0,0.0,0.0,0.0,0.0,0
168759,20180107,MC1,0.0,0.00011024142872891633,0.04435395113361215,0.0005425416480500415,0.00011024142872891633,0.0009900990099009901,0.0,0.004167752018754884,0.0029255805448893763,5.023308270676692e-08,0.0,0.0,0.0,1.9580727723564122e-08,0.4444444444444444,0.0,0.00011024142872891633,0.0,0.0,0.0,0
64101,20180107,MC1,0.0,0.0,0.10780321373541712,0.0009255122231441884,0.0,0.0,0.0,0.01693149257619172,0.004936917169500823,5.023684210526316e-08,0.0,0.0,0.0,5.594493635304034e-09,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0
48924,20180107,MA2,0.0,0.0,0.5577995450876807,0.00035105636050296806,0.0,0.0,0.0,0.0,0.0009142439202779302,0.0,0.0,0.0,0.0,0.0,0.4629629629629629,0.0,0.0,0.0,0.0,1.699809553337644e-06,0
57323,20180108,MC1,0.0,0.0,0.07671142416905129,0.0005106274334588626,0.0,0.0,0.0,0.002083876009377442,0.0027427317608337905,5.023684210526316e-08,0.0,0.0,0.0,2.2377974541216137e-08,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0
527,20180108,MB2,0.0,0.0,0.21402890894416318,0.0010212548669177252,0.0,0.0,0.0,0.0,0.0,5.753759398496241e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39988,20180108,MA1,0.09999999997904524,0.0,0.577922077922078,0.0013084827982383354,0.0,0.0,0.0,0.0,0.007131102578167855,0.016146493590225564,0.0,0.0,0.0,0.0,0.25925925925925924,0.11304209895485945,0.0,0.0,0.0,0.0,0
5604,20180108,MC1,0.0,0.0,0.037401863673050116,0.0005106274334588626,0.0,0.0,0.0,0.005470174524615785,0.0027427317608337905,5.023684210526316e-08,0.0,0.0,0.0,1.9580727723564122e-08,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,0
92816,20180108,MC1,0.0,0.0,0.05189302223200528,0.0006382842918235782,0.0,0.0,0.0,0.005991143526960146,0.0034741268970561344,5.023684210526316e-08,0.0,0.0,0.0,2.797246817652017e-08,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0
185563,20180108,MC1,0.0,0.0,0.054442732408834106,0.0005425416480500415,0.0,0.0,0.0,0.004688721021099245,0.0029255805448893763,5.023684210526316e-08,0.0,0.0,0.0,1.9580727723564122e-08,0.38888888888888884,0.0,0.0,0.0,0.0,0.0,0
115232,20180108,MA2,0.0,0.0,0.43453298114315064,0.0006382842918235782,0.0,0.0,0.0,0.0,0.0018284878405558603,0.0,0.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0
120299,20180108,MA2,0.0,0.0,0.4063761097659403,0.00041488478968532583,0.0,0.0,0.0,0.0,0.0016456390565002743,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0
29915,20180108,MA2,0.0,0.00022048285745783266,0.5566622642893829,0.00035105636050296806,0.0,0.0,0.000432152117545376,0.0,0.001279941488389102,0.0,0.0,0.0,0.0,0.0,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0
25513,20180109,MC1,0.0,0.0,0.033421380879008,0.0005744558626412204,0.0,0.0,0.0,0.0013024225058609013,0.0027427317608337905,5.023684210526316e-08,0.0,0.0,0.0,2.139893815503793e-07,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0
123563,20180109,MC1,0.0,0.0,0.1111600264142637,0.0006063700772323994,0.0,0.0,0.0,0.015889554571502994,0.0027427317608337905,5.023684210526316e-08,0.0,0.0,0.0,9.370776839134258e-08,0.38888888888888884,0.0,0.0,0.0,0.0,0.0,0
80779,20180109,MA2,0.0,0.0,0.43002054442732407,0.0006063700772323994,0.0,0.0,0.0,0.0,0.0016456390565002743,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0
17231,20180109,MA1,0.09999999997904524,0.0,0.6963276836158192,0.001053169081508904,0.0,0.0,0.0,0.0,0.005485463521667581,0.016146493590225564,0.0,0.0,0.0,0.0,0.5,0.2255993488698196,0.0,0.0,0.0,0.0,0
9625,20180109,MA1,0.09999999997904524,0.0,0.5925966688678553,0.001499968085785409,0.0,0.0,0.0,0.0,0.00822819528250137,0.016146493590225564,0.0,0.0,0.0,0.0,0.35185185185185186,0.034655768639097376,0.0,0.0,0.0,0.0,0
11371,20180109,MA2,0.0,0.0,0.3967825959351383,0.0010212548669177252,0.0,0.0,0.0,0.0,0.005485463521667581,0.0,0.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,1.937782890804914e-05,0
32446,20180109,MA2,0.0,0.0,0.4138418079096045,0.001819110231697198,0.0,0.0,0.0,0.0,0.010056683123057231,0.0,0.0,0.0,0.0,0.0,0.537037037037037,0.0,0.0,0.0,0.0,5.915337245615001e-05,0
173893,20180109,MC1,0.0,0.0,0.0843238682221733,0.0012446543690559776,0.0,0.0,0.0,0.004428236519927064,0.005485463521667581,5.023684210526316e-08,0.0,0.0,0.0,1.7342930269442505e-07,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0
60,20180109,MA1,0.09999999997904524,0.0,0.5513060385941742,0.0011489117252824407,0.0,0.0,0.0,0.0,0.006216858657889924,0.016146493590225564,0.0,0.0,0.0,0.0,0.2777777777777778,3.976184121571569e-05,0.0,0.0,0.0,0.0,0
20505,20180110,MB2,0.0,0.0,0.1865140509208306,0.0008935980085530095,0.0,0.0,0.0,0.0,0.0,5.768796992481203e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60833,20180110,MC1,0.0,0.0,0.034375229290483526,0.0005425416480500415,0.0,0.0,0.0,0.004167752018754884,0.0029255805448893763,5.023684210526316e-08,0.0,0.0,0.0,1.9580727723564122e-08,0.537037037037037,0.0,0.0,0.0,0.0,0.0,0
40467,20180110,MB2,0.0,0.0,0.22395260107124515,0.000734026935597115,0.0,0.0,0.0,0.0,0.0,5.7447368421052636e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6563,20180110,MB2,0.0,0.0,0.21298334433927654,0.0011808259398736198,0.0,0.0,0.0,0.0,0.0,5.767669172932331e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
85444,20180110,MA2,0.0,0.00011024142872891633,0.5759960378604446,0.0002553137167294313,0.0,0.0,0.0,0.0,0.000548546352166758,0.0,0.0,0.0,0.0,0.0,0.42592592592592593,0.0,0.0,0.0,0.0,0.0,0
26170,20180110,MB2,0.0,0.0,0.2607307946290997,0.00041488478968532583,0.0,0.0,0.0,0.0,0.0,5.743233082706767e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12484,20180110,MC1,0.0,0.0,0.01546335020911292,0.0005744558626412204,0.0,0.0,0.0,0.00026048450117218026,0.0027427317608337905,5.023684210526316e-08,0.0,0.0,0.0,2.461577199533775e-07,0.5,0.0,0.0,0.0,0.0,0.0,0
64680,20180110,MA2,0.0,0.0,0.37919143003888767,0.00041488478968532583,0.0,0.0,0.0,0.0,0.002011336624611446,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.1898666873363507e-05,0
167570,20180110,MC1,7.21774995343801e-10,0.00022048285745783266,0.11187541272287035,0.0006063700772323994,0.00022048285745783266,0.0,0.0,0.0005209690023443605,0.003108429328944962,5.022932330827068e-08,0.0,0.0,0.0,5.594493635304034e-09,0.4444444444444444,0.0,0.00022048285745783266,0.0,0.0,0.0,0
146892,20180111,MC1,0.0,0.0,0.03068823831535696,0.00019148528754707347,0.0,0.0,0.0,0.0005209690023443605,0.0009142439202779302,5.023684210526316e-08,0.0,0.0,0.0,1.1328849611490669e-07,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0
3705,20180111,MA1,0.09999999997904524,0.0,0.5512693521168097,0.0,0.0,0.0,0.0,0.0,0.0,0.016146493590225564,0.0,0.0,0.0,0.0,0.35185185185185186,0.0,0.0,0.0,0.0,0.0,0
56673,20180111,MC1,0.0,0.0,0.09635703279771077,0.0006063700772323994,0.0,0.0,0.0,0.0036467830164105238,0.0023770341927226183,4.999624060150376e-08,0.0,0.0,0.0,9.79036386178206e-08,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0
36367,20180111,MA1,0.09999999997904524,0.0,0.546573483014161,0.0,0.0,0.0,0.0,0.0,0.0,0.016146493590225564,0.0,0.0,0.0,0.0,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,0
107595,20180111,MA2,0.0,0.0,0.379961846063541,0.0008297695793706517,0.0,0.0,0.0,0.0,0.004388370817334064,0.0,0.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,4.1135391190770984e-05,0
4996,20180111,MA2,0.0,0.0,0.24589111453518234,0.0003191421459117891,0.0,0.0,0.0,0.0,0.001279941488389102,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0
150496,20180111,MC1,1.3969838619557438e-10,0.00011024142872891633,0.11484701738939027,0.0007021127210059361,0.00011024142872891633,0.0,0.0,0.004688721021099245,0.0038398244651673065,5.023308270676692e-08,0.0,0.0,0.0,2.937109158534618e-08,0.42592592592592593,0.0,0.00011024142872891633,0.0,0.0,0.0,0
52078,20180111,MC1,0.0,0.0,0.05270012473402304,0.0006063700772323994,0.0,0.0,0.0,0.007554050533993228,0.0032912781130005485,5.023684210526316e-08,0.0,0.0,0.0,1.818210431473811e-08,0.42592592592592593,0.0,0.0,0.0,0.0,0.0,0
51878,20180111,MA2,0.0,0.0,0.557322620881943,0.00038297057509414695,0.0,0.0,0.0,0.0,0.001279941488389102,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0
34627,20180112,MA2,0.0,0.0,0.3809340377136987,0.0008297695793706517,0.0,0.0,0.0,0.0,0.004388370817334064,0.0,0.0,0.0,0.0,0.0,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0
58416,20180112,MA2,0.0,0.0,0.42037200088047544,0.0008935980085530095,0.0,0.0,0.0,0.0,0.003108429328944962,0.0,0.0,0.0,0.0,0.0,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0
55175,20180112,MA2,0.0,0.0,0.5097035732628953,0.00041488478968532583,0.0,0.0,0.0,0.0,0.001279941488389102,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0
99369,20180112,MA2,0.0,0.0,0.5693190989801159,0.00041488478968532583,0.0,0.0,0.0,0.0,0.0014627902724446882,0.0,0.0,0.0,0.0,0.0,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0
54907,20180112,MC1,0.0,0.0,0.1319062293638565,0.0007021127210059361,0.0,0.0,0.0,0.04115655118520448,0.0036569756811117207,5.023684210526316e-08,0.0,0.0,0.0,2.3776597950042145e-08,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0
6047,20180112,MC1,0.0,0.0,0.11027955095751706,0.0006063700772323994,0.0,0.0,0.0,0.02709038812190675,0.002559882976778204,5.023684210526316e-08,0.0,0.0,0.0,6.713392362364841e-08,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0
6259,20180112,MC1,0.0,0.0,0.04937999853254091,0.0008935980085530095,0.0,0.0,0.0,0.012242771555092472,0.004936917169500823,5.023684210526316e-08,0.0,0.0,0.0,2.797246817652017e-09,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0
98950,20180112,MA2,0.0,0.0,0.4174003962139555,0.00044679900427650477,0.0,0.0,0.0,0.0,0.002011336624611446,0.0,0.0,0.0,0.0,0.0,0.42592592592592593,0.0,0.0,0.0,0.0,0.0,0
14173,20180112,MA1,0.09999999997904524,0.0,0.14942402230537824,0.0,0.0,0.0,0.0,0.0,0.0,0.016146493590225564,0.0,0.0,0.0,0.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,0
84531,20180113,MA2,0.0,0.0,0.4350282485875706,0.0004787132188676837,0.0,0.0,0.0,0.0,0.001279941488389102,0.0,0.0,0.0,0.0,0.0,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0
20486,20180113,MB2,0.0,0.0,0.24125027514858025,0.0008616837939618307,0.0,0.0,0.0,0.0,0.0,5.747744360902256e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
93097,20180113,MC1,0.0,0.0,0.04613324528578766,0.0007021127210059361,0.0,0.0,0.0,0.002083876009377442,0.0029255805448893763,5.023684210526316e-08,0.0,0.0,0.0,2.6573844767694164e-08,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0
62298,20180113,MC1,0.0,0.0,0.011464524176388583,0.0004787132188676837,0.0,0.0,0.0,0.00026048450117218026,0.002194185408667032,5.023684210526316e-08,0.0,0.0,0.0,5.0350442717736305e-08,0.42592592592592593,0.0,0.0,0.0,0.0,0.0,0
15802,20180113,MC1,0.0,0.0,0.023350942842468265,0.00041488478968532583,0.0,0.0,0.0,0.0007814535035165408,0.0016456390565002743,5.023684210526316e-08,0.0,0.0,0.0,1.3706509406494883e-07,0.5185185185185185,0.0,0.0,0.0,0.0,0.0,0
37033,20180113,MA1,0.09999999997904524,0.0,0.596705554332673,0.0013403970128295143,0.0,0.0,0.0,0.0,0.007313951362223441,0.016146493590225564,0.0,0.0,0.0,0.0,0.25925925925925924,0.004143399817354828,0.0,0.0,0.0,0.0,0
77367,20180113,MC1,0.0,0.0,0.11037126715092817,0.0006063700772323994,0.0,0.0,0.0,0.007554050533993228,0.0027427317608337905,5.023684210526316e-08,0.0,0.0,0.0,5.874218317069236e-08,0.5,0.0,0.0,0.0,0.0,0.0,0
41392,20180113,MA2,0.0,0.0,0.5576344559395406,0.0004787132188676837,0.0,0.0,0.0,0.0,0.0016456390565002743,0.0,0.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0
24376,20180113,MA1,0.09999999997904524,0.0,0.5527001247340231,0.0,0.0,0.0,0.0,0.0,0.0,0.016146493590225564,0.0,0.0,0.0,0.0,0.24074074074074073,0.0,0.0,0.0,0.0,0.0,0
12338,20180114,MC1,0.0,0.0,0.0910741800572309,0.0005425416480500415,0.0,0.0,0.0,0.00963792654337067,0.0029255805448893763,5.023684210526316e-08,0.0,0.0,0.0,1.3986234088260086e-09,0.38888888888888884,0.0,0.0,0.0,0.0,0.0,0
7627,20180114,MB1,0.0,0.0,0.0508107711497542,0.0005425416480500415,0.0,0.0,0.0,0.0,0.0,2.4571428571428573e-08,0.0,0.0,0.0,0.0,0.537037037037037,0.0,0.0,0.0,0.0,0.0,0
74510,20180114,MA2,0.0,0.0,0.43680754273974615,0.0006382842918235782,0.0,0.0,0.0,0.0,0.0032912781130005485,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.4137295657394545e-05,0
22464,20180114,MB1,0.0,0.0,0.06981436642453592,0.0009893406523265463,0.0,0.0,0.0,0.0,0.0,2.4593984962406018e-08,0.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0
24079,20180114,MB2,0.0,0.0,0.27960598723310587,0.0005744558626412204,0.0,0.0,0.0,0.0,0.0,5.76015037593985e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41241,20180114,MA2,0.0,0.0,0.3764399442365544,0.0006063700772323994,0.0,0.0,0.0,0.0,0.0029255805448893763,0.0,0.0,0.0,0.0,0.0,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0
2649,20180114,MB2,0.0,0.0,0.2192750752072786,0.0007659411501882939,0.0,0.0,0.0,0.0,0.0,5.730827067669173e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4617,20180114,MC1,0.0,0.0,0.05125100887812752,0.0009893406523265463,0.0,0.0,0.0,0.008075019536337588,0.004754068385445237,5.023684210526316e-08,0.0,0.0,0.0,1.1188987270608069e-08,0.35185185185185186,0.0,0.0,0.0,0.0,0.0,0
48031,20180114,MB2,0.0,0.0,0.2842651698583902,0.0014042254420118722,0.0,0.0,0.0,0.0,0.0,5.7443609022556394e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.399619106675288e-07,0
43085,20180115,MB2,0.0,0.0,0.1764802993616553,0.000734026935597115,0.0,0.0,0.0,0.0,0.0,5.764285714285715e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120858,20180115,MA2,0.0,0.0,0.37579793088267666,0.0007021127210059361,0.0,0.0,0.0,0.0,0.0036569756811117207,0.0,0.0,0.0,0.0,0.0,0.4629629629629629,0.0,0.0,0.0,0.0,0.0,0
25178,20180115,MA1,0.09999999997904524,0.0,0.5894416318145131,0.0013723112274206931,0.0,0.0,0.0,0.0,0.007496800146279027,0.016146493590225564,0.0,0.0,0.0,0.0,0.25925925925925924,0.0195939558645734,0.0,0.0,0.0,0.0,0
