1 0.180322 0.142424 -26.6094
2 0.255238 0.190909 -33.6963
3 0.259777 0.209091 -24.241
4 0.219148 0.221212 0.933029
5 0.26245 0.227273 -15.478
6 0.275048 0.251515 -9.35647
7 0.295471 0.257576 -14.7123
8 0.262892 0.269697 2.52311
9 0.317566 0.293939 -8.03779
10 0.326887 0.293939 -11.2089
11 0.317196 0.3 -5.73202
12 0.376352 0.312121 -20.5788
13 0.338246 0.318182 -6.30597
14 0.33651 0.324242 -3.78335
15 0.379629 0.342424 -10.8651
16 0.358321 0.348485 -2.82242
17 0.240978 0.360606 33.1741
18 0.37359 0.360606 -3.60049
19 0.40126 0.39697 -1.08076
20 0.457222 0.40303 -13.4461
21 0.422822 0.409091 -3.35649
22 0.421015 0.415152 -1.41241
23 0.432807 0.421212 -2.7528
24 0.448589 0.427273 -4.98901
25 0.473213 0.439394 -7.69683
26 0.467588 0.445455 -4.96881
27 0.489599 0.451515 -8.43475
28 0.495678 0.469697 -5.53142
29 0.485661 0.469697 -3.39872
30 0.5169 0.475758 -8.64784
31 0.510205 0.481818 -5.89154
32 0.48772 0.481818 -1.22495
33 0.522027 0.487879 -6.99929
34 0.508446 0.487879 -4.21562
35 0.747353 0.615152 -21.4908
36 0.648245 0.621212 -4.3516
37 0.651846 0.639394 -1.9475
38 0.658548 0.645455 -2.02858
39 0.746444 0.651515 -14.5705
40 0.729786 0.657576 -10.9813
41 0.747357 0.663636 -12.6155
42 0.747218 0.663636 -12.5945
43 0.747237 0.669697 -11.5784
44 0.70556 0.693939 -1.67451
45 0.724171 0.7 -3.45303
46 0.704801 0.706061 0.1784
47 0.715784 0.712121 -0.514345
48 0.747382 0.712121 -4.95149
49 0.67863 0.724242 6.29796
50 0.748792 0.730303 -2.53166
51 0.746507 0.730303 -2.21874
52 0.737694 0.736364 -0.180629
53 0.747107 0.754545 0.985809
54 0.742746 0.754545 1.56376
55 0.795397 0.772727 -2.93375
56 0.747445 0.784848 4.76568
57 0.810486 0.784848 -3.26652
58 0.748469 0.79697 6.08559
59 0.747342 0.80303 6.93476
60 0.774848 0.80303 3.50949
61 0.808712 0.815152 0.790022
62 0.823657 0.815152 -1.04348
63 0.747335 0.821212 8.99613
64 0.74247 0.845455 12.181
65 0.947534 0.9 -5.28157
