38 941.732 1345 29.9827
39 54.8719 49 -11.9834
39 28839.6 25633 -12.5096
39 156.294 0.1 -156194
40 55.6771 48 -15.994
40 29813.7 24605 -21.1695
40 1469.37 1358 -8.20133
41 60.8165 64 4.97417
41 31614.7 33841 6.57881
41 21.685 0.1 -21585
42 62.7914 51 -23.1203
42 33500.8 27056 -23.8204
42 361.113 1875 80.7406
43 55.9066 42 -33.1108
43 29587.3 22824 -29.6322
43 168.753 0.1 -168653
44 57.6231 47 -22.6023
44 30625.6 29163 -5.01521
44 1519.85 1330 -14.2743
45 60.097 62 3.0694
45 31759.8 31717 -0.134855
45 352.035 0.1 -351935
46 76.0672 79 3.71244
46 41053.5 39876 -2.9529
46 49.2879 0.1 -49187.9
47 54.5503 46 -18.5877
47 28970.9 25331 -14.3693
47 186.907 0.1 -186807
48 73.4152 73 -0.568797
48 39556.1 41844 5.46763
48 170.341 0.1 -170241
49 55.5925 57 2.46924
49 29560.5 29264 -1.0131
49 258.792 0.1 -258692
50 61.6715 61 -1.10082
50 32612.1 33621 3.00081
50 772.259 811 4.77689
51 55.659 44 -26.4976
51 29855.2 23670 -26.131
51 1232.09 1302 5.3697
52 50.6167 70 27.6905
52 27105.5 35549 23.7517
52 56.9777 0.1 -56877.7
53 74.3724 52 -43.0238
53 39927.1 29193 -36.7695
53 341.314 880 61.2143
54 52.8072 48 -10.015
54 28291.4 25550 -10.7297
54 1529.59 1481 -3.28087
55 43.7322 44 0.608545
55 22709.4 22771 0.270384
55 687.028 639 -7.51619
56 55.5886 56 0.734587
56 29771.8 29486 -0.969405
56 1458.73 1634 10.7264
57 63.4025 65 2.45764
57 33426.4 34501 3.11481
57 633.208 0.1 -633108
58 48.4039 45 -7.56431
58 25814.2 24051 -7.33093
58 334.281 0.1 -334181
59 65.019 66 1.48629
59 34555.2 36031 4.0959
59 269.836 0.1 -269736
60 76.27 81 5.83949
60 41222.2 42521 3.05448
60 136.437 0.1 -136337
61 58.7016 44 -33.4127
61 30548.7 23885 -27.8991
61 4.64502 0.1 -4545.02
62 55.5273 68 18.3421
62 29734.4 35018 15.0881
62 1477.83 2082 29.0187
63 75.7069 68 -11.3337
63 40951 35579 -15.0989
63 199.338 786 74.6389
64 55.8291 54 -3.38713
64 29640.4 29723 0.277864
64 233.636 0.1 -233536
65 55.5756 56 0.757896
65 29759.4 31295 4.90682
65 1484.13 1658 10.4868
66 75.9082 79 3.91373
66 41069.2 42829 4.10891
66 145.58 0.1 -145480
67 40.7054 49 16.9277
67 21338.3 24628 13.3576
67 615.776 1415 56.4822
68 64.54 70 7.80004
68 34217.6 37143 7.87608
68 371.716 0.1 -371616
69 77.212 78 1.01026
69 41650.3 40453 -2.95964
69 11.5185 0.1 -11418.5
70 48.2552 36 -34.0421
70 25375.9 18923 -34.1007
70 563.081 987 42.9503
71 69.8425 62 -12.6492
71 37467.8 33472 -11.9377
71 363.367 0.1 -363267
72 69.6191 69 -0.897308
72 37283.8 34799 -7.14052
72 244.088 0.1 -243988
73 49.4481 48 -3.01683
73 26163.9 24401 -7.22481
73 92.6476 0.1 -92547.6
74 75.251 64 -17.5797
74 40404.1 37108 -8.88236
74 249.643 0.1 -249543
75 75.1533 63 -19.291
75 40333.8 31519 -27.9665
75 319.208 232 -37.5896
76 60.787 54 -12.5686
76 32237.8 28347 -13.7256
76 513.794 1009 49.0789
77 65.1769 67 2.72108
77 34530.8 37970 9.05762
77 546.044 0.1 -545944
78 62.7533 55 -14.0969
78 33413.9 29849 -11.9431
78 443.467 0.1 -443367
79 45.5005 53 14.1499
79 24115.4 25000 3.53832
79 360.689 0.1 -360589
80 63.1735 79 20.0336
80 33322.2 43146 22.7687
80 608.847 0.1 -608747
81 74.2375 68 -9.17274
81 39772.6 38265 -3.93989
81 501.681 0.1 -501581
82 53.6431 42 -27.7216
82 29024.6 22519 -28.8895
82 284.228 0 -1.#INF
83 61.1701 65 5.89212
83 32592.4 35676 8.6434
83 538.66 0.1 -538560
84 61.774 47 -31.434
84 32805.8 25573 -28.2829
84 654.486 0.1 -654386
85 58.6807 82 28.4382
85 31098.9 43136 27.9051
85 342.276 0.1 -342176
86 75.3715 73 -3.24864
86 40773.1 38024 -7.22982
86 211.505 0.1 -211405
87 63.2438 63 -0.386946
87 33487 31167 -7.44364
87 471.534 0.1 -471434
88 47.7787 53 9.85149
88 25127.7 28315 11.2566
88 106.59 0.1 -106490
89 72.5809 68 -6.73667
89 39062.9 38040 -2.689
89 157.526 0.1 -157426
90 75.2074 64 -17.5116
90 40739.6 35685 -14.1645
90 177.964 0.1 -177864
91 59.2183 54 -9.66343
91 31607.7 30030 -5.25367
91 24.3803 0.1 -24280.3
92 62.1407 60 -3.5678
92 33026.2 32163 -2.68389
92 469.43 0.1 -469330
93 63.3216 50 -26.6433
93 33837.9 26834 -26.101
93 211.227 681 68.9828
94 54.1668 55 1.51491
94 28915.8 29341 1.4493
94 183.456 0.1 -183356
95 61.8583 63 1.81227
95 32915.2 35183 6.44566
95 610.808 0.1 -610708
96 51.6439 47 -9.88073
96 27408 25647 -6.86625
96 96.0305 0.1 -95930.5
97 74.1377 72 -2.96899
97 39830 40523 1.71022
97 294.991 0.1 -294891
98 61.6026 52 -18.4666
98 32952.2 28173 -16.9636
98 432.522 715 39.5074
99 51.3332 46 -11.5938
99 27020.8 24138 -11.9429
99 43.0995 0.1 -42999.5
100 70.778 72 1.69723
100 37914.1 38487 1.48851
100 320.184 0.1 -320084
101 50.4243 71 28.9798
101 26806.7 37772 29.0303
101 151.593 0.1 -151493
102 63.2233 61 -3.64476
102 33388.3 33403 0.0439299
102 698.092 1107 36.9384
103 56.3886 49 -15.0788
103 30046.8 26145 -14.9237
103 150.43 0.1 -150330
104 75.1752 89 15.5335
104 39894.3 47123 15.3401
104 909.202 2140 57.5139
105 55.3726 53 -4.47654
105 29492.3 27379 -7.71879
105 286.793 0.1 -286693
106 61.6829 51 -20.9468
106 32782.3 32334 -1.38654
106 670.238 1582 57.6335
107 55.9171 52 -7.53296
107 29782.7 27991 -6.40103
107 308.845 789 60.8562
108 59.4259 51 -16.5213
108 31752.9 25286 -25.5752
108 933.634 1187 21.3451
109 62.4361 39 -60.0925
109 33011.4 21532 -53.3134
109 763.148 1271 39.9569
110 43.0648 39 -10.4225
110 22963.1 20428 -12.4098
110 717.673 0.1 -717573
111 61.99 53 -16.9622
111 32882.1 24607 -33.629
111 698.607 1162 39.8789
112 75.4556 92 17.983
112 39693.5 47822 16.9974
112 1172.13 1186 1.16926
113 43.2758 40 -8.18941
113 22960.6 21399 -7.29776
113 694.52 0.1 -694420
114 75.2195 68 -10.617
114 39782.6 33811 -17.6616
114 1037.01 1372 24.4162
115 74.1539 69 -7.46935
115 40033.6 34898 -14.716
115 171.46 1259 86.3813
116 41.9272 37 -13.3166
116 22094.3 19737 -11.9434
116 622.764 864 27.9208
117 55.5273 68 18.3421
117 29734.4 35018 15.0881
117 1477.83 2082 29.0187
118 59.2044 49 -20.8253
118 31663.9 26723 -18.4892
118 920.664 1155 20.2888
119 48.2345 41 -17.6451
119 25425.2 20750 -22.5311
119 511.134 850 39.8666
120 72.7634 76 4.25867
120 38975.2 41389 5.83204
120 510.072 0.1 -509972
121 53.5597 64 16.3129
121 28432.7 30305 6.17822
121 144.323 1057 86.3459
122 62.2631 75 16.9825
122 32989.5 39462 16.4018
122 706.849 1364 48.1782
123 74.176 63 -17.7397
123 39841.8 31960 -24.6615
123 309.142 1109 72.1243
124 50.3535 43 -17.1012
124 26849.2 23380 -14.8385
124 228.132 792 71.1954
125 75.2153 81 7.14162
125 39909.5 41714 4.32581
125 890.683 859 -3.68834
126 64.3997 68 5.29458
126 33925.4 36755 7.69856
126 890.601 1043 14.6116
127 61.9359 65 4.71406
127 32665 33357 2.07463
127 954.69 1348 29.1773
128 44.0302 46 4.28227
128 23439.8 22434 -4.48328
128 746.127 1305 42.8256
129 65.3828 69 5.24232
129 34656.5 36462 4.9516
129 571.794 1274 55.1182
130 65.527 61 -7.42138
130 34709.2 33403 -3.91055
130 650.681 1107 41.2212
131 49.5979 56 11.4324
131 26602.5 33212 19.901
131 1414.31 1270 -11.3628
132 75.2625 67 -12.3321
132 40085.5 36400 -10.1249
132 668.404 1257 46.8254
133 64.0096 59 -8.49091
133 34068.4 31951 -6.62706
133 270.661 0.1 -270561
134 65.1959 69 5.51314
134 34575.7 38111 9.27621
134 442.316 0.1 -442216
135 62.5856 65 3.71452
135 33105.1 34404 3.77535
135 689.141 444 -55.2119
136 62.1894 71 12.4093
136 32924.8 38555 14.6031
136 739.463 909 18.6509
137 75.2586 82 8.22126
137 40041.7 45348 11.7013
137 697.19 1461 52.2799
138 75.218 68 -10.6147
138 40546.7 36679 -10.5447
138 -3.06468 281 101.091
139 65.7354 67 1.88754
139 34668.5 37865 8.44176
139 315.997 0 -1.#INF
140 57.9283 55 -5.32414
140 31015.9 30824 -0.622517
140 34.0911 0 -1.#INF
141 61.2008 52 -17.6939
141 32372.9 29331 -10.3711
141 461.5 0 -1.#INF
142 59.6689 65 8.20174
142 32060.1 32964 2.74217
142 434.124 1318 67.0619
143 55.7355 47 -18.5862
143 29761.6 24862 -19.7073
143 285.51 1510 81.092
144 75.3986 76 0.791276
144 40563.2 42309 4.12638
144 55.5864 1122 95.0458
145 75.4914 67 -12.6737
145 40786.8 35212 -15.8322
145 266.5 573 53.4904
146 62.1288 57 -8.99786
146 32812.8 30338 -8.15749
146 418.232 477 12.3203
147 75.8905 71 -6.88801
147 40317.7 39366 -2.41768
147 379.803 0 -1.#INF
148 66.3305 60 -10.5509
148 35930.5 33088 -8.5907
148 -8.27922 0 1.#INF
149 70.8697 72 1.5698
149 38154 38766 1.5788
149 -29.1354 1011 102.882
150 58.672 53 -10.7019
150 31120.4 29617 -5.07627
150 366.596 263 -39.3899
151 69.5397 55 -26.4358
151 37260.1 30377 -22.6591
151 157.17 0 -1.#INF
152 56.7696 43 -32.0223
152 30105.4 23524 -27.9773
152 31.9735 839 96.1891
153 63.5471 84 24.3487
153 33812.4 39579 14.5699
153 173.32 935 81.4631
154 54.4159 54 -0.770128
154 29171.7 28916 -0.884201
154 85.9415 0 -1.#INF
155 65.2214 62 -5.19579
155 34709.9 31689 -9.53289
155 225.3 886 74.5711
156 55.4883 46 -20.6266
156 29360.5 27149 -8.14585
156 150.247 1036 85.4974
157 75.5499 76 0.592296
157 40726.7 41861 2.70965
157 -15.0367 765 101.966
158 58.8329 60 1.94516
158 31034 32457 4.38432
158 229.006 595 61.5115
159 75.7289 82 7.64766
159 40969.1 45435 9.82929
159 191.003 0 -1.#INF
160 71.2494 73 2.39814
160 38474.3 39212 1.8813
160 143.622 0 -1.#INF
161 75.8852 79 3.9428
161 40626.5 45464 10.6403
161 125.05 0 -1.#INF
162 55.133 55 -0.241764
162 29018.5 29906 2.96768
162 121.822 0 -1.#INF
163 76.8701 65 -18.2617
163 41521.9 36829 -12.7424
163 59.5437 1424 95.8186
164 55.4342 44 -25.9869
164 29297.1 34246 14.4511
164 125.821 0 -1.#INF
165 75.898 74 -2.56481
165 40394.1 37417 -7.95655
165 291.619 321 9.15303
166 61.3494 59 -3.98195
166 32228.4 29239 -10.2242
166 257.781 0 -1.#INF
167 75.8988 60 -26.498
167 40882 31964 -27.9003
167 -39.0815 471 108.298
168 59.1004 52 -13.6545
168 30828.4 28320 -8.85745
168 33.9558 0 -1.#INF
169 75.8977 77 1.43155
169 40621 40957 0.820358
169 110.79 368 69.8939
170 59.5001 47 -26.596
170 31477.8 25043 -25.6952
170 344.56 1253 72.5012
171 75.3929 43 -75.3323
171 40777.6 41697 2.20492
171 212.733 0 -1.#INF
172 53.3109 57 6.47218
172 28255.6 31051 9.00247
172 -21.704 0 1.#INF
173 66.7043 64 -4.22546
173 35635.7 35300 -0.950996
173 57.143 0 -1.#INF
174 55.2865 55 -0.520895
174 28905.9 30963 6.64374
174 16.3659 0 -1.#INF
175 75.5543 80 5.55708
175 40894.4 46500 12.0551
175 181.872 472 61.4678
176 57.9195 54 -7.25837
176 30748.8 28902 -6.38996
176 65.8568 0 -1.#INF
177 75.77 85 10.8589
177 40883.4 48462 15.6382
177 302.98 0 -1.#INF
178 67.8019 62 -9.35791
178 35824.6 36523 1.91214
178 -14.4871 0 1.#INF
179 64.0185 74 13.4885
179 34135 38853 12.1433
179 19.3678 0 -1.#INF
180 61.2588 66 7.18365
180 32791.9 33763 2.87637
180 12.2136 0 -1.#INF
181 75.0432 73 -2.79887
181 40351.4 36457 -10.6822
181 99.5101 0 -1.#INF
182 58.8782 59 0.20647
182 31333.4 30375 -3.15506
182 101.418 0 -1.#INF
183 75.8204 80 5.22448
183 40897.7 39244 -4.21389
183 -45.7441 0 1.#INF
184 56.3162 65 13.3598
184 29663.5 31855 6.87977
184 68.1304 0 -1.#INF
185 75.686 75 -0.914714
185 40954.7 40027 -2.31765
185 187.11 0 -1.#INF
186 63.6132 67 5.05489
186 34113.1 34768 1.88375
186 -182.035 0 1.#INF
187 75.923 70 -8.46149
187 40358.1 40353 -0.0126678
187 305.646 0 -1.#INF
188 62.8467 62 -1.36572
188 32820.2 34616 5.18788
188 13.0874 0 -1.#INF
189 75.4625 73 -3.37329
189 40856.4 43383 5.82398
189 181.122 0 -1.#INF
190 57.4447 61 5.82838
190 30150.1 35112 14.1316
190 77.5258 0 -1.#INF
191 75.8511 75 -1.1348
191 40733.5 43043 5.36565
191 56.2722 0 -1.#INF
192 75.8435 82 7.50798
192 41014.7 46864 12.4814
192 -97.9368 0 1.#INF
193 61.154 59 -3.65082
193 32352 31374 -3.11721
193 461.987 0 -1.#INF
194 75.6757 67 -12.9488
194 40909.2 38635 -5.88638
194 223.333 0 -1.#INF
195 60.5425 61 0.750047
195 31572.8 32738 3.55903
195 72.1084 0 -1.#INF
196 75.818 72 -5.30284
196 40993.8 38415 -6.71312
196 206.898 0 -1.#INF
197 57.9845 62 6.47654
197 30603.1 32994 7.24644
197 202.572 0 -1.#INF
198 75.8324 70 -8.33194
198 41006.4 37745 -8.64051
198 177.877 0 -1.#INF
199 52.8424 59 10.4365
199 27972.2 27712 -0.939117
199 -22.8862 0 1.#INF
200 75.4718 79 4.46614
200 40859.9 43152 5.31164
200 180.169 0 -1.#INF
201 58.7454 50 -17.4909
201 30951.1 26783 -15.5626
201 193.063 0 -1.#INF
202 76.483 73 -4.77123
202 41216 39630 -4.00199
202 13.0756 0 -1.#INF
203 60.929 71 14.1845
203 32662.3 37693 13.3464
203 349.129 0 -1.#INF
204 58.542 51 -14.7883
204 31004.4 25117 -23.4401
204 314.366 0 -1.#INF
205 75.7631 59 -28.412
205 40453.5 32089 -26.0666
205 256.578 0 -1.#INF
206 54.0562 47 -15.0132
206 28515.5 27616 -3.25734
206 100.328 0 -1.#INF
207 75.7698 81 6.45698
207 40913.8 42239 3.13742
207 269.054 0 -1.#INF
208 68.767 71 3.14513
208 36079.4 36892 2.20256
208 -201.219 0 1.#INF
209 75.7891 76 0.27746
209 40997.2 41780 1.87365
209 170.328 0 -1.#INF
210 58.629 49 -19.6511
210 30905.2 27390 -12.834
210 204.429 0 -1.#INF
211 75.2098 77 2.32499
211 40636.5 44182 8.02479
211 -64.3278 0 1.#INF
212 57.4032 51 -12.5552
212 30415.3 28587 -6.39552
212 53.5886 0 -1.#INF
213 58.0932 65 10.6259
213 30570.1 35185 13.1161
213 140.99 0 -1.#INF
214 76.8284 86 10.6647
214 41489.1 45486 8.78713
214 46.0277 0 -1.#INF
215 76.3694 64 -19.3271
215 41247.5 34554 -19.371
215 153.705 0 -1.#INF
216 56.0384 63 11.0501
216 29644.6 34989 15.2746
216 163.825 0 -1.#INF
217 75.8578 75 -1.1438
217 40430.1 38883 -3.97891
217 280.339 0 -1.#INF
218 50.0454 60 16.591
218 26476.9 32794 19.2628
218 246.487 0 -1.#INF
219 75.853 72 -5.35138
219 40952.9 40147 -2.00738
219 -68.0905 0 1.#INF
220 59.6589 58 -2.86013
220 31607 31783 0.553623
220 112.68 0 -1.#INF
221 60.8693 44 -38.3392
221 32687.3 25409 -28.6446
221 322.384 0 -1.#INF
222 59.6525 54 -10.4676
222 31753.9 29480 -7.71352
222 206.792 0 -1.#INF
223 75.8081 89 14.8224
223 40890.7 45906 10.9252
223 313.692 0 -1.#INF
224 55.9068 73 23.4154
224 29707.5 38408 22.6529
224 258.332 0 -1.#INF
225 61.8038 55 -12.3705
225 33060.2 29313 -12.7832
225 225.088 0 -1.#INF
226 47.3246 49 3.41918
226 25606.3 25262 -1.3631
226 397.402 964 58.7757
227 72.9401 63 -15.778
227 39278.8 34649 -13.3619
227 27.7792 0 -1.#INF
228 57.0416 49 -16.4114
228 30363.1 27487 -10.4633
228 350.705 0 -1.#INF
229 62.4355 74 15.6277
229 33297.6 39847 16.4363
229 250.228 0 -1.#INF
230 57.8137 61 5.22351
230 30772.5 32004 3.84789
230 402.707 0 -1.#INF
231 66.1459 65 -1.76285
231 34867 31317 -11.3358
231 236.594 0 -1.#INF
232 56.0104 40 -40.026
232 29898.7 22812 -31.0659
232 254.702 0 -1.#INF
233 70.3045 69 -1.89064
233 37644.2 37536 -0.288246
233 295.6 0 -1.#INF
234 54.5808 55 0.762128
234 29189.4 29509 1.08306
234 170.654 0 -1.#INF
235 75.5204 75 -0.693888
235 40781.9 41132 0.851079
235 99.2523 0 -1.#INF
236 48.5374 41 -18.3838
236 25978.5 20296 -27.998
236 244.337 0 -1.#INF
237 62.9526 71 11.3344
237 33599.9 39138 14.1502
237 109.708 0 -1.#INF
238 53.0334 43 -23.3336
238 28281.4 22354 -26.5161
238 20.3839 0 -1.#INF
239 76.1618 78 2.35669
239 41162 44528 7.55933
239 92.031 0 -1.#INF
240 52.2639 48 -8.88303
240 27870.2 26523 -5.07942
240 176.414 0 -1.#INF
241 75.8301 61 -24.3116
241 40847.5 30602 -33.4797
241 -16.4446 0 1.#INF
242 57.2783 52 -10.1506
242 30595.1 27727 -10.3441
242 24.1003 0 -1.#INF
243 75.3851 79 4.57576
243 40671.5 40449 -0.549963
243 150.761 0 -1.#INF
244 70.2755 65 -8.11615
244 37678.8 33801 -11.4724
244 189.571 0 -1.#INF
245 50.0592 40 -25.148
245 26448.3 21075 -25.496
245 -14.9067 0 1.#INF
246 61.9557 59 -5.00962
246 33103 32870 -0.708783
246 321.229 0 -1.#INF
247 54.8204 53 -3.4347
247 29147.4 28748 -1.38948
247 222.045 0 -1.#INF
248 66.3311 73 9.13554
248 35254 39731 11.2683
248 466.387 0 -1.#INF
249 59.86 56 -6.8928
249 31711.8 30185 -5.05822
249 411.298 0 -1.#INF
250 75.79 72 -5.26391
250 40980.7 35837 -14.3531
250 200.77 0 -1.#INF
251 59.8985 66 9.24463
251 31067.3 32566 4.60192
251 -13.7766 0 1.#INF
252 74.3949 75 0.806815
252 40194.7 42399 5.19891
252 220.317 0 -1.#INF
253 56.8952 58 1.90482
253 30155.6 32101 6.06022
253 248.445 0 -1.#INF
254 77.0042 53 -45.291
254 40896.8 30032 -36.1773
254 10.2323 0 -1.#INF
255 56.7661 50 -13.5323
255 30135.8 27797 -8.41401
255 278.132 0 -1.#INF
256 62.9248 76 17.2042
256 33596.7 40927 17.9107
256 94.542 0 -1.#INF
257 52.8867 70 24.4476
257 28453.2 38213 25.5406
257 261.149 0 -1.#INF
258 62.7303 77 18.5321
258 33510.8 42274 20.7295
258 97.3398 0 -1.#INF
259 56.177 62 9.39192
259 29965.8 33958 11.7563
259 328.737 0 -1.#INF
260 63.8676 72 11.2951
260 34038.1 39529 13.8907
260 47.8471 0 -1.#INF
261 77.2537 73 -5.82702
261 40942.5 39474 -3.7202
261 -170.939 0 1.#INF
262 75.4949 80 5.63143
262 40835.9 43493 6.10931
262 216.164 0 -1.#INF
263 56.5741 53 -6.7436
263 30326.7 26489 -14.4879
263 63.6525 0 -1.#INF
264 70.9904 70 -1.41485
264 38138.3 37529 -1.62349
264 339.716 0 -1.#INF
265 56.7349 52 -9.10554
265 29490.3 27720 -6.38625
265 19.4434 0 -1.#INF
266 75.5578 65 -16.2427
266 40910.3 36635 -11.6699
266 161.572 0 -1.#INF
267 56.7426 49 -15.8012
267 30288.4 27165 -11.4981
267 247.486 0 -1.#INF
268 75.8709 96 20.9678
268 40569.7 51147 20.6802
268 167.743 0 -1.#INF
269 60.0169 57 -5.29272
269 31545.1 30722 -2.67931
269 202.207 0 -1.#INF
270 75.8329 70 -8.33267
270 40609.5 39700 -2.29093
270 139.701 0 -1.#INF
271 57.8216 67 13.6991
271 30162 37828 20.2653
271 61.2748 0 -1.#INF
272 75.65 81 6.60497
272 40737.5 46604 12.5879
272 8.00592 0 -1.#INF
273 58.5535 51 -14.8108
273 30396.5 26912 -12.9477
273 -37.328 0 1.#INF
274 75.877 62 -22.3823
274 40414.6 32314 -25.0684
274 288.305 0 -1.#INF
275 57.616 73 21.074
275 30544.7 38357 20.3673
275 58.5873 0 -1.#INF
276 64.0652 72 11.0205
276 34090.7 38873 12.3023
276 128.468 0 -1.#INF
277 58.8126 76 22.615
277 31356 38951 19.4989
277 88.8528 0 -1.#INF
278 74.9503 91 17.637
278 40384.5 49835 18.9636
278 17.9477 0 -1.#INF
279 73.2955 76 3.55852
279 38798.2 40997 5.36329
279 -245.482 0 1.#INF
280 75.3592 71 -6.13966
280 40711.3 38425 -5.95005
280 -62.7277 0 1.#INF
281 52.5391 46 -14.2155
281 28080.2 24470 -14.7537
281 58.0312 0 -1.#INF
282 72.5408 92 21.1513
282 38986.2 50290 22.4773
282 148.805 0 -1.#INF
283 52.2765 50 -4.55298
283 27671.4 27891 0.787422
283 -24.73 0 1.#INF
284 62.7514 60 -4.58562
284 33084.8 32429 -2.02237
284 790.663 0 -1.#INF
285 51.6783 46 -12.3442
285 27490.3 23440 -17.2795
285 126.279 0 -1.#INF
286 63.0053 57 -10.5356
286 33442.8 30184 -10.7965
286 408.83 0 -1.#INF
287 43.2122 31 -39.3943
287 22915.4 15979 -43.4096
287 467.947 0 -1.#INF
288 75.8069 85 10.8154
288 40747.6 45866 11.1595
288 40.5122 0 -1.#INF
289 55.0784 60 8.20261
289 29463.1 31575 6.68858
289 137.511 0 -1.#INF
290 70.6673 71 0.468656
290 37942.6 41266 8.0536
290 87.449 0 -1.#INF
291 42.5025 48 11.453
291 22513.7 26196 14.0567
291 527.879 0 -1.#INF
292 63.0688 57 -10.647
292 33663.9 32182 -4.60473
292 223.949 0 -1.#INF
293 49.3017 42 -17.3849
293 26096.1 22518 -15.8899
293 22.9473 0 -1.#INF
294 42.9653 48 10.489
294 23042.5 23035 -0.0326805
294 254.652 703 63.7764
295 63.0765 57 -10.6606
295 33835.3 30422 -11.2198
295 91.1463 0 -1.#INF
296 47.1268 50 5.74631
296 25289.8 26461 4.42627
296 491.791 0 -1.#INF
297 60.0137 50 -20.0273
297 32217.2 27389 -17.6281
297 393.905 0 -1.#INF
298 55.9929 48 -16.6519
298 29854.4 25747 -15.953
298 337.247 0 -1.#INF
299 64.3131 59 -9.00531
299 34222.4 32188 -6.3205
299 128.669 1361 90.546
300 56.5564 53 -6.71015
300 30102.1 29570 -1.79932
300 331.592 1161 71.4391
301 51.0938 40 -27.7345
301 27439.4 18926 -44.9828
301 229.342 0 -1.#INF
302 61.9928 57 -8.75926
302 33095.9 29858 -10.8445
302 306.522 0 -1.#INF
303 52.4172 35 -49.7635
303 26888 17926 -49.9944
303 52.3363 0 -1.#INF
304 61.8532 47 -31.6025
304 32625.2 24357 -33.9459
304 945.276 0 -1.#INF
305 52.1076 41 -27.0918
305 27883.5 20620 -35.2254
305 89.4265 0 -1.#INF
306 63.1938 50 -26.3875
306 33605.5 26088 -28.8161
306 258.892 0 -1.#INF
307 63.2754 31 -104.114
307 33751.9 17322 -94.8497
307 82.8129 990 91.6351
308 50.406 33 -52.7454
308 27177.3 16689 -62.8455
308 580.271 1036 43.9893
309 60.7976 66 7.88238
309 32667.4 36614 10.7789
309 309.292 0 -1.#INF
310 48.1617 64 24.7473
310 25810.6 34518 25.2258
310 320.324 0 -1.#INF
311 61.5005 69 10.8688
311 32987.4 37693 12.484
311 280.694 0 -1.#INF
312 51.9754 57 8.81509
312 27731.5 28054 1.14946
312 180.437 0 -1.#INF
313 62.5222 68 8.05561
313 33360.8 35558 6.1793
313 208.441 609 65.7733
314 58.4378 50 -16.8757
314 30687.1 26524 -15.6955
314 21.3039 0 -1.#INF
315 72.5977 66 -9.99656
